Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
25550,2775,2008-08-25T01:49:22Z,NA,4,What's the best way to import/read data from pdf files?,"<p>We get a large amount of data from our clients in pdf files in varying formats [layout-wise], these files are typically report output, and are typically properly annotated [they don't usually need OCR], but not formatted well enough that simply copying several hundred pages of text out of acrobat is not going to work.</p>

<p>The best approach I've found so far is to write a script to parse the nearly-valid xml output (the comments are invalid and many characters are escaped in varying ways, é becomes [[[e9]]]é, $ becomes \$, % becomes \%...) of the command-line pdftoipe utility (to convert pdf files for a program called <a href=""http://tclab.kaist.ac.kr/ipe/"" rel=""nofollow"">ipe</a>), which gives me text elements with their positions on each page [see sample below], which works well enough for reports where the same values are on the same place on every page I care about, but would require extra scripting effort for importing matrix [cross-tab] pdf files. pdftoipe is not at all intended for this, and at best can be compiled manually using cygwin for windows.</p>

<p>Are there libraries that make this easy from some scripting language I can tolerate?  A graphical tool would be awesome too.  And a pony. </p>

<p>pdftoipe output of <a href=""http://brunndahl.navarro.se/sida_002/?CoMeT_function=get_file&amp;id=9_1"" rel=""nofollow"" title=""sample pdf file"">this sample</a> looks like this:</p>

<pre><code>&lt;ipe creator=""pdftoipe 2006/10/09""&gt;&lt;info media=""0 0 612 792""/&gt;
&lt;-- Page: 1 1 --&gt;
&lt;page gridsize=""8""&gt;
&lt;path fill=""1 1 1"" fillrule=""wind""&gt;
64.8 144 m
486 144 l
486 727.2 l
64.8 727.2 l
64.8 144 l
h
&lt;/path&gt;
&lt;path fill=""1 1 1"" fillrule=""wind""&gt;
64.8 144 m
486 144 l
486 727.2 l
64.8 727.2 l
64.8 144 l
h
&lt;/path&gt;
&lt;path fill=""1 1 1"" fillrule=""wind""&gt;
64.8 144 m
486 144 l
486 727.2 l
64.8 727.2 l
64.8 144 l
h
&lt;/path&gt;
&lt;text stroke=""1 0 0"" pos=""0 0"" size=""18"" transformable=""yes"" matrix=""1 0 0 1 181.8 707.88""&gt;This is a sample PDF fil&lt;/text&gt;
&lt;text stroke=""1 0 0"" pos=""0 0"" size=""18"" transformable=""yes"" matrix=""1 0 0 1 356.28 707.88""&gt;e.&lt;/text&gt;
&lt;text stroke=""1 0 0"" pos=""0 0"" size=""18"" transformable=""yes"" matrix=""1 0 0 1 368.76 707.88""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 692.4""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 677.88""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 663.36""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 648.84""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 634.32""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 619.8""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 605.28""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 590.76""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 576.24""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 561.72""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 547.2""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 532.68""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 518.16""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 503.64""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 489.12""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 67.32 474.6""&gt; &lt;/text&gt;
&lt;text stroke=""0 0 1"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 67.32 456.24""&gt;If you can read this&lt;/text&gt;
&lt;text stroke=""0 0 1"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 214.92 456.24""&gt;,&lt;/text&gt;
&lt;text stroke=""0 0 1"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 219.48 456.24""&gt; you already have A&lt;/text&gt;
&lt;text stroke=""0 0 1"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 370.8 456.24""&gt;dobe Acrobat &lt;/text&gt;
&lt;text stroke=""0 0 1"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 67.32 437.64""&gt;Reader i&lt;/text&gt;
&lt;text stroke=""0 0 1"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 131.28 437.64""&gt;n&lt;/text&gt;
&lt;text stroke=""0 0 1"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 141.12 437.64""&gt;stalled on your computer.&lt;/text&gt;
&lt;text stroke=""0 0 0"" pos=""0 0"" size=""16.2"" transformable=""yes"" matrix=""1 0 0 1 337.92 437.64""&gt; &lt;/text&gt;
&lt;text stroke=""0 0.502 0"" pos=""0 0"" size=""12.6"" transformable=""yes"" matrix=""1 0 0 1 342.48 437.64""&gt; &lt;/text&gt;
&lt;image width=""800"" height=""600"" rect=""-92.04 800.64 374.4 449.76"" ColorSpace=""DeviceRGB"" BitsPerComponent=""8"" Filter=""DCTDecode"" length=""369925""&gt;
feedcafebabe...
&lt;/image&gt;
&lt;/page&gt;
&lt;/ipe&gt;
</code></pre>
"
25730,2666,2008-08-25T07:31:46Z,2014-02-20T13:01:11Z,41,What is the best free memory leak detector for a C/C++ program and its plug-in DLLs?,"<p>I have a .exe and many plug-in .dll modules that the .exe loads. (I have source for both.) A cross-platform (with source) solution would be ideal, but the platform can be narrowed to WinXP and Visual Studio (7.1/2003 in my case).</p>

<p>The built-in VS leak detector only gives the line where new/malloc was called from, but I have a wrapper for allocations, so a full symbolic stack trace would be best.</p>

<p>The detector would also be able to detect for a leak in both the .exe and its accompanying plug-in .dll modules.</p>
"
25950,1693,2008-08-25T12:34:21Z,NA,7,Ruby Performance,"<p>I'm pretty keen to develop my first Ruby app, as my company has finally blessed its use internally.</p>

<p>In everything I've read about Ruby up to v1.8, there is never anything positive said about performance, but I've found nothing about version 1.9. The last figures I saw about 1.8 had it drastically slower than just about everything out there, so I'm hoping this was addressed in 1.9.</p>

<p>Has performance drastically improved? Are there some concrete things that can be done with Ruby apps (or things to avoid) to keep performance at the best possible level?</p>
"
26020,2674,2008-08-25T13:25:44Z,NA,34,What is the best way to connect and use a sqlite database from C#,"<p>I've done this before in C++ by including sqlite.h but is there a similarly easy way in C#?</p>
"
26230,29,2008-08-25T15:22:19Z,NA,0,Revoke shared folders in windows,"<p>Over the last few months/years, I have shared a folder or two with numerous people on my domain. How do I easily revoke those shares to keep access to my system nice and tidy?</p>
"
26260,2385,2008-08-25T15:32:46Z,NA,11,Asp.net website first start is very slow,"<p>The first time I load the website in the production web server, it start very slow, subsequent pages load very quickly (included the home page).</p>

<p>I precompiled the site, but nothing changes. </p>

<p>I don't have any code at Application start.
I don't have cached items.</p>

<p>Any ideas? How can I find out what is happening?</p>
"
26450,2875,2008-08-25T17:25:22Z,NA,1,Hibernate saveOrUpdate with another object in the session,"<p>Is there any way to save an object using Hibernate if there is already an object using that identifier loaded into the session?</p>

<ul>
<li>Doing session.contains(obj) seems to only return true if the session contains that exact object, not another object with the same ID.</li>
<li>Using merge(obj) throws an exception if the object is new</li>
</ul>
"
26570,1786,2008-08-25T18:19:57Z,NA,19,sizeof() equivalent for reference types?,"<p>I'm looking for a way to get the size of an instance of a reference type. sizeof is only for value types. Is this possible?</p>
"
26620,2138,2008-08-25T18:45:27Z,NA,35,How to set encoding in .getJSON JQuery,"<p>In my web app, I submit some form fields with jQuery <code>$.getJSON()</code> Method. I am having some problems with the encoding. The character-set of my app is <code>charset=ISO-8859-1</code> but I think these fields are submitted with <code>UTF-8</code>. </p>

<p>Does anyone know, how I can set encoding in <code>$.getJSON</code> calls? </p>
"
26670,751,2008-08-25T19:14:07Z,NA,1,Why is my PDF footer text invisible?,"<p>I'm creating PDFs on-demand with ColdFusion's <a href=""http://cfquickdocs.com/cf8/?getDoc=cfdocument"" rel=""nofollow"">CFDocument</a> tag, like so:</p>

<pre><code>&lt;cfdocument format=""PDF"" filename=""#attributes.fileName#"" overwrite=""true""&gt;
    &lt;cfdocumentitem type=""footer""&gt;
        &lt;table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%""&gt;
            &lt;tr&gt;
                &lt;td align=""left""&gt;&lt;font face=""Tahoma"" color=""black""&gt;&lt;strong&gt;My Client's Corporation&lt;/strong&gt;&lt;br/&gt;Street address&lt;br/&gt;City, ST 55555&lt;/font&gt;&lt;/td&gt;
                &lt;td align=""right""&gt;&lt;font face=""Tahoma"" color=""black""&gt;Phone: 555.555.5555&lt;br/&gt;Fax: 555.555.5555&lt;br/&gt;Email: info@domain.com&lt;/font&gt;&lt;/td&gt;
            &lt;/tr&gt;
        &lt;/table&gt;
    &lt;/cfdocumentitem&gt;
    &lt;html&gt;
        &lt;body&gt;
            &lt;table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%""&gt;
            &lt;!--- some content here ... ---&gt;
            &lt;/table&gt;
        &lt;/body&gt;
    &lt;/html&gt;
&lt;/cfdocument&gt;
</code></pre>

<p>The problem I'm having is that sometimes (actually, most of the time, but not always) <strong><em>some</em></strong> of the footer text is there, but invisible. I can highlight it and copy/paste it into notepad, where I can see it all -- but in the generated PDF only the first line of the left column of the footer is visible, the rest is invisible. Hence why I added the font color of black in the code.</p>

<p><img src=""http://i.stack.imgur.com/LHZ96.png"" alt=""screenshot of problem""></p>

<p>Any ideas on how to correct this?</p>
"
26760,31505,2008-08-25T20:16:26Z,NA,28,Parse string to TimeSpan,"<p>I have some strings of xxh:yym format where xx is hours and yy is minutes like ""05h:30m"". What is an elegant way to convert a string of this type to TimeSpan?</p>
"
26800,1965,2008-08-25T20:32:36Z,NA,11,XPath and Selecting a single node,"<p>I'm using XPath in .NET to parse an XML document, along the lines of:</p>

<pre class=""lang-cs prettyprint-override""><code>XmlNodeList lotsOStuff = doc.SelectNodes(""//stuff"");

foreach (XmlNode stuff in lotsOStuff)
{
   XmlNode stuffChild = stuff.SelectSingleNode(""//stuffChild"");
   // ... etc
}
</code></pre>

<p>The issue is that the XPath Query for <code>stuffChild</code> is always returning the child of the first <code>stuff</code> element, never the rest. Can XPath not be used to query against an individual <code>XMLElement</code>?</p>
"
26860,1862,2008-08-25T20:51:33Z,NA,4,Limitations of screen readers,"<p>I'm a web developer, and I want to make the web sites I develop more accessible to those using screen readers.  What limitations do screen readers have that I should be most aware of, and what can I do to avoid hitting these limitations.</p>

<p>This question was sparked by reading another question about <a href=""http://stackoverflow.com/questions/8472/best-non-image-based-captcha"" rel=""nofollow"">non-image based captchas</a>.  In there, a commenter said that honey pot form fields (form fields hidden with CSS that only a bot would fill in), are a bad idea, because screen readers would still pick them up. </p>

<p>Are screen readers really so primitive that they would read text that isn't even displayed on the screen?  Ideally, couldn't you make a screen reader that waited until the page was finished loading, applied all css, and even ran Javascript onload functions before it figured out what was actually displayed, and then read that off to the user?  You could probably even identify parts of the page that are menus or table of contents, and give some sort of easy way for those parts to be read exclusively or skipped over. I would think that the programming community could come up with a better solution to this problem.  </p>
"
27020,2798,2008-08-25T22:11:30Z,NA,9,Alternating coloring groups of rows in Excel,"<p>I have an Excel Spreadsheet like this</p>

<pre>
id | data for id
   | more data for id
id | data for id
id | data for id
   | more data for id
   | even more data for id
id | data for id
   | more data for id
id | data for id
id | data for id
   | more data for id
</pre>

<p>Now I want to group the data of one id by alternating the background color of the rows</p>

<pre>
var color = white
for each row
    if the first cell is not empty and color is white
        set color to green
    if the first cell is not empty and color is green
        set color to white
    set background of row to color
</pre>

<p>Can anyone help me with a macro or some VBA code</p>

<p>Thanks</p>
"
27030,2176,2008-08-25T22:15:21Z,NA,26,Comparing Arrays of Objects in JavaScript,"<p>I want to compare 2 arrays of objects in JavaScript code.  The objects have 8 total properties, but each object will not have a value for each, and the arrays are never going to be any larger than 8 items each, so maybe the brute force method of traversing each and then looking at the values of the 8 properties is the easiest way to do what I want to do, but before implementing, I wanted to see if anyone had a more elegant solution. Any thoughts?</p>
"
27220,2701,2008-08-26T01:46:31Z,NA,72,How to convert std::string to LPCWSTR in C++ (Unicode),"<p>I'm looking for a method, or a code snippet for converting std::string to LPCWSTR</p>
"
27240,1666,2008-08-26T01:57:51Z,NA,53,Why aren't Enumerations Iterable?,"<p>In Java 5 and above you have the foreach loop, which works magically on anything that implements <code>Iterable</code>:</p>

<pre><code>for (Object o : list) {
  doStuff(o);
}
</code></pre>

<p>However, <code>Enumerable</code> still does not implement <code>Iterable</code>, meaning that to iterate over an <code>Enumeration</code> you must do the following:</p>

<pre><code>for(; e.hasMoreElements() ;) {
  doStuff(e.nextElement());
}
</code></pre>

<p>Does anyone know if there is a reason why <code>Enumeration</code> still does not implement <code>Iterable</code>?</p>

<p><strong>Edit:</strong> As a clarification, I'm not talking about the language concept of an <a href=""http://en.wikipedia.org/wiki/Enumerated_type"" rel=""nofollow"">enum</a>, I'm talking a Java-specific class in the Java API called '<a href=""http://java.sun.com/j2se/1.5.0/docs/api/java/util/Enumeration.html"" rel=""nofollow"">Enumeration</a>'. </p>
"
27570,2257,2008-08-26T08:42:25Z,NA,16,"Find number of files with a specific extension, in all subdirectories","<p>Is there a way to find the number of files of a specific type without having to loop through all results inn a Directory.GetFiles() or similar method? I am looking for something like this:</p>

<pre><code>int ComponentCount = MagicFindFileCount(@""c:\windows\system32"", ""*.dll"");
</code></pre>

<p>I know that I can make a recursive function to call Directory.GetFiles , but it would be much cleaner if I could do this without all the iterating.</p>

<p><strong>EDIT:</strong> If it is not possible to do this without recursing and iterating yourself, what would be the best way to do it?</p>
"
27610,2260,2008-08-26T09:12:56Z,2016-10-15T08:33:39Z,112,How to add (simple) tracing in C#?,"<p>I want to introduce some tracing to a C# application I am writing. Sadly, I can never really remember how it works and would like a tutorial with reference qualities to check up on every now and then. It should include:</p>

<ul>
<li>App.config / Web.config stuff to add for registering TraceListeners</li>
<li>how to set it up in the calling application</li>
</ul>

<p>Do you know the uber tutorial that we should link to?</p>

<p><strong>EDIT:</strong> Glenn Slaven pointed me in the right direction. Add this to your App.config/Web.config inside <code>&lt;configuration/&gt;</code>:</p>

<pre><code>&lt;system.diagnostics&gt;
    &lt;trace autoflush=""true""&gt;
      &lt;listeners&gt;
        &lt;add type=""System.Diagnostics.TextWriterTraceListener"" name=""TextWriter""
             initializeData=""trace.log"" /&gt;
      &lt;/listeners&gt;
    &lt;/trace&gt;
&lt;/system.diagnostics&gt;
</code></pre>

<p>This will add a <code>TextWriterTraceListener</code> that will catch everything you send to with <code>Trace.WriteLine</code> etc.</p>

<p><strong>EDIT:</strong> @DanEsparza pointed out that you should use <code>Trace.TraceInformation</code>, <code>Trace.TraceWarning</code> and <code>Trace.TraceError</code> instead of <code>Trace.WriteLine</code>, as they allow you to format messages the same way as <code>string.Format</code>.</p>

<p><strong>Tip:</strong> If you don't add any listeners, then you can still see the trace output with the SysInternals program DebugView (<code>Dbgview.exe</code>): <a href=""http://technet.microsoft.com/en-us/sysinternals/bb896647.aspx"">http://technet.microsoft.com/en-us/sysinternals/bb896647.aspx</a></p>
"
